Variable,P-value
CLI_inst_2,0.9180372038516433
CLI_inst_3,0.00013301692228590814
CLI_inst_4,0.3383933237745184
CLI_Sex_M,0.5545962255535316
CLI_Age_40-65y,0.19711871996631186
CLI_Primary Site_Larynx,0.5545962255535316
CLI_Primary Site_Nasopharynx,0.3774984402585286
CLI_Primary Site_Oropharynx,0.003856972099987531
CLI_Primary Site_unknown,0.5545962255535316
CLI_T-stage_T2,0.3383933237745184
CLI_T-stage_T3,0.685019588248019
CLI_T-stage_T4,0.2895861556494184
CLI_T-stage_T4a,0.5545962255535316
CLI_T-stage_T4b,0.0009034994376319788
CLI_N-stage_N1,0.7096908778623683
CLI_N-stage_N2,0.6924166691091431
CLI_N-stage_N2a,0.5545962255535316
CLI_N-stage_N2b,0.9929921607469187
CLI_N-stage_N2c,0.1363509154684855
CLI_N-stage_N3,0.6924166691091431
CLI_N-stage_N3b,0.028725544114791765
CLI_M-stage_Mx,0.1472745586912976
CLI_TNM group stage_Stade II,0.6333312518413685
CLI_TNM group stage_Stade III,0.6202489055046297
CLI_TNM group stage_Stade IVA,0.6333312518413685
CLI_TNM group stage_Stade IVB,0.6307009024012086
CLI_TNM group stage_Stage II,0.6333312518413685
CLI_TNM group stage_Stage IIB,0.7929104561143594
CLI_TNM group stage_Stage III,0.9929921607469187
CLI_TNM group stage_Stage IV,0.5545962255535316
CLI_TNM group stage_Stage IVA,0.5545962255535316
CLI_TNM group stage_StageII,0.7929104561143594
CLI_TNM group stage_stage I,0.8623705543391101
CLI_TNM group stage_stage II,0.7096908778623683
CLI_TNM group stage_stage IIB,0.8995563523386332
CLI_TNM group stage_stage III,0.7096908778623683
CLI_TNM group stage_stage IV,0.7096908778623683
CLI_TNM group stage_stage IVA,0.9396056954850805
CLI_TNM group stage_stage IVB,0.0009034994376319788
CLI_PET_time_Medium,0.7929104561143594
CLI_PET_time_High,0.7096908778623683
CLI_RT_time_Medium,0.9396056954850805
CLI_RT_time_High,0.9180372038516433
CLI_RT_endtime_Medium,0.8735773915634042
CLI_RT_endtime_High,0.018993000138885968
CLI_Therapy_radiation,0.7929104561143594
